,probability,gold,TN,TP,FN,FP
257,1.4119509e-08,0.0,,,,
118,1.383799e-08,0.0,,,,
237,1.2936738e-08,0.0,,,,
267,1.1957044e-08,0.0,,,,
755,1.17716e-08,0.0,,,,
637,1.1763587e-08,0.0,,,,
56,1.1742358e-08,0.0,,,,
636,1.1588346e-08,0.0,,,,
811,1.1227056e-08,0.0,,,,
163,1.11970735e-08,0.0,,,,
567,1.1133123e-08,0.0,,,,
540,1.106023e-08,0.0,,,,
316,1.0878585e-08,0.0,,,,
436,1.0655281e-08,0.0,,,,
70,1.05588995e-08,0.0,,,,
808,1.0158986e-08,0.0,,,,
663,1.0033891e-08,0.0,,,,
471,9.644218e-09,0.0,,,,
139,9.550859e-09,0.0,,,,
792,9.322729e-09,0.0,,,,
318,8.508461e-09,0.0,,,,
615,8.158476e-09,0.0,,,,
721,7.953343e-09,0.0,,,,
652,7.1876594e-09,0.0,,,,
674,7.0297332e-09,0.0,,,,
129,7.027937e-09,0.0,,,,
0,6.4135257e-09,0.0,,,,
649,6.2065464e-09,0.0,,,,
352,6.0121272e-09,0.0,,,,
727,5.879155e-09,0.0,,,,
788,5.367908e-09,0.0,,,,
765,5.3019003e-09,0.0,,,,
751,4.49963e-09,0.0,,,,
418,4.3167576e-09,0.0,,,,
622,4.2369233e-09,0.0,,,,
405,4.126156e-09,0.0,,,,
347,4.0731485e-09,0.0,,,,
172,3.9658534e-09,0.0,,,,
825,3.952344e-09,0.0,,,,
144,3.8372368e-09,0.0,,,,
29,3.2572913e-09,0.0,,,,
737,3.1808776e-09,0.0,,,,
68,2.8894407e-09,0.0,,,,
497,2.7534555e-09,0.0,,,,
383,2.1330733e-09,0.0,,,,
49,2.0330337e-09,0.0,,,,
117,1.9552986e-09,0.0,,,,
692,1.9399231e-09,0.0,,,,
396,1.7722934e-09,0.0,,,,
48,1.72847e-09,0.0,,,,
428,1.72031e-09,0.0,,,,
552,1.6802572e-09,0.0,,,,
479,1.5638764e-09,0.0,,,,
596,1.4698518e-09,0.0,,,,
711,1.3298724e-09,0.0,,,,
182,1.2806052e-09,0.0,,,,
412,1.1777882e-09,0.0,,,,
427,9.0206204e-10,0.0,,,,
745,5.393573e-10,0.0,,,,
694,5.04344e-10,0.0,,,,
210,3.412699e-10,0.0,,,,
226,2.825964e-10,0.0,,,,
3,2.7672695e-10,0.0,,,,
280,2.503713e-10,0.0,,,,
